trade_date,ts_code,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio_x,ma5,ma_v_5,ma20,ma_v_20,ma50,ma_v_50,close_y,turnover_rate_f,volume_ratio_y,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount,annualD,end_date,total_share,cap_rese,undistr_porfit,money_cap,trad_asset,accounts_receiv,inventories,amor_exp,total_cur_assets,fix_assets,intan_assets,deriv_assets,total_assets,lt_borr,st_borr,acct_payable,total_cur_liab,total_hldr_eqy_exc_min_int,comp_type,basic_eps,diluted_eps,total_revenue,total_cogs,sell_exp,admin_exp,fin_exp,operate_profit,total_profit,income_tax,n_income,n_income_attr_p,ebit_x,ebitda_x,rd_exp,workers_welfare,net_profit,n_cashflow_act,n_cashflow_inv_act,stot_cash_in_fnc_act,free_cashflow,depr_fa_coga_dpba,amort_intang_assets,decr_inventories,end_bal_cash,eps,dt_eps,total_revenue_ps,current_ratio,quick_ratio,cash_ratio,inv_turn,ar_turn,ca_turn,fa_turn,assets_turn,op_income,daa,ebit_y,ebitda_y,fcff,fcfe,netdebt,networking_capital,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,roe,roa,roic,debt_to_assets,assets_to_eqt
20201229,000001.SZ,18.87,19.3,18.7,19.17,18.85,0.32,1.6976,963092.23,1837947.238,0.4963,1.13,18.464,838707.894,18.7205,822474.668,18.4574,967849.4022,19.17,1.1197,1.13,13.7925,1.288,2.4545,1.1372,37201145.1856,37200827.8876,143948,27445.1,238152,45472.65,300961,57449.12,342422,65343.47,355702,67867.47,257978,49213.56,162482,31033.03,124540,23765.05,121616,23341.66,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201228,000001.SZ,18.02,18.86,17.96,18.85,18.04,0.81,4.49,1270337.06,2352947.321,0.6546,1.63,18.21,851836.95,18.7645,837506.044,18.4248,967788.9966,18.85,1.4769,1.63,13.5623,1.2665,2.4135,1.1565,36580155.8032,36579843.8018,178308,33020.05,300327,55762.73,354233,65589.28,406505,75347.58,399288,73967.37,341229,63189.83,338508,62718.03,222276,40994.59,289112,53879.27,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201225,000001.SZ,18.26,18.26,17.8,18.04,18.26,-0.22,-1.2048,577077.33,1038128.197,0.2974,0.66,18.096,779145.16,18.809,853061.255,18.3974,982704.3658,18.04,0.6709,0.66,12.9795,1.2121,2.3098,1.2084,35008276.4292,35007977.8347,147057,26429.95,118599,21342.53,195828,35215.01,153694,27656.17,161867,29135.93,206722,37166.61,72325,13031.93,98062,17647.51,2063,421.0,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201224,000001.SZ,18.15,18.49,18.05,18.26,18.0,0.26,1.4444,632950.12,1155767.283,0.3262,0.71,18.16,875480.966,18.892,861896.0755,18.3786,1013075.103,18.26,0.7359,0.71,13.1378,1.2269,2.338,1.1939,35435206.6295,35434904.3937,137743,25115.32,149835,27369.08,172475,31467.79,194343,35484.82,220034,40211.98,144529,26397.56,102697,18781.64,144244,26325.27,38470,7075.63,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201223,000001.SZ,17.96,18.07,17.79,18.0,17.9,0.1,0.5587,750082.73,1345650.736,0.3865,0.86,18.298,886119.08,18.954,862231.464,18.3446,1032417.347,18.0,0.8721,0.86,12.9507,1.2094,2.3047,1.2111,34930652.7564,34930354.824,186990,33509.74,140692,25253.56,243970,43754.13,268394,48149.93,207288,37203.7,231429,41517.05,111835,20097.5,109568,19644.54,-19580,-3378.09,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201222,000001.SZ,18.36,18.65,17.88,17.9,18.28,-0.38,-2.0788,1028737.51,1873638.734,0.5301,1.25,18.5,873916.618,19.007,852356.578,18.3052,1030666.9396,17.9,1.1961,1.25,12.8788,1.2027,2.2919,1.2179,34736593.5744,34736297.2972,265345,48186.61,156879,28591.15,275552,50109.67,256410,46700.23,289695,52863.53,416639,75913.4,198146,36204.06,198810,36159.09,-94221,-16671.65,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201221,000001.SZ,18.3,18.64,18.03,18.28,18.36,-0.08,-0.4357,906878.11,1662649.81,0.4673,1.12,18.668,825940.704,19.08,834846.864,18.2684,1028268.579,18.28,1.0544,1.12,13.1522,1.2282,2.3405,1.1926,35474018.4659,35473715.899,196266,35937.94,132365,24323.83,311395,57063.06,294296,53982.37,257960,47363.66,272449,49938.9,141257,25900.31,207768,38019.88,38413,7274.02,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201218,000001.SZ,19.0,19.1,18.23,18.36,18.95,-0.59,-3.1135,1058756.36,1959764.074,0.5456,1.36,18.788,811763.43,19.147,847795.8715,18.2208,1041957.9598,18.36,1.231,1.36,13.2097,1.2336,2.3508,1.1874,35629265.8115,35628961.9205,283980,52467.72,131058,24305.98,295934,54798.91,232175,43054.84,299983,55659.33,306249,56818.2,178609,33004.67,389024,71751.6,-244793,-45032.53,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201217,000001.SZ,18.91,19.07,18.6,18.95,19.01,-0.06,-0.3156,686140.69,1294658.299,0.3536,0.9,18.82,777570.932,19.172,828554.0145,18.1572,1038791.3512,18.95,0.7977,0.9,13.6342,1.2732,2.4263,1.1504,36774214.9852,36773901.3286,150628,28385.44,160726,30348.35,235266,44361.7,207128,39085.79,177271,33464.76,167312,31577.5,122976,23253.93,150974,28454.19,-4329,-735.14,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201216,000001.SZ,18.8,19.1,18.58,19.01,18.74,0.27,1.4408,689070.42,1302133.815,0.3551,0.91,18.76,761916.104,19.167,854834.011,18.0816,1049409.8338,19.01,0.8011,0.91,13.6774,1.2773,2.434,1.1468,36890650.4944,36890335.8447,128585,24257.75,167901,31742.81,188028,35498.85,218603,41294.93,204203,38591.26,151404,28617.91,168254,31865.52,151162,28557.73,129887,24718.46,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201215,000001.SZ,18.8,18.85,18.15,18.74,18.88,-0.14,-0.7415,788857.94,1458268.62,0.4065,1.06,18.7,759546.25,19.1395,889050.526,17.9974,1059275.9134,18.74,0.9172,1.06,13.4831,1.2591,2.3994,1.1633,36366690.7031,36366380.5223,203363,37530.78,176509,32725.72,225515,41673.7,290351,53724.5,211366,39055.23,180668,33365.25,140174,26015.37,132889,24459.61,-71768,-13176.49,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201214,000001.SZ,18.6,19.06,18.5,18.88,18.52,0.36,1.9438,835991.74,1575396.008,0.4308,1.11,18.694,745704.164,19.094,892254.1545,17.9288,1055752.9768,18.88,0.972,1.11,13.5839,1.2685,2.4174,1.1547,36638373.5578,36638061.0598,135934,25593.95,207865,39167.06,219419,41319.46,250850,47269.19,265182,49995.73,226357,42678.02,213333,40229.85,148796,28024.72,24949,4774.47,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201211,000001.SZ,18.71,18.8,18.22,18.52,18.65,-0.13,-0.6971,887793.87,1642392.314,0.4575,1.18,18.7,753267.138,19.0185,888447.414,17.855,1051314.882,18.52,1.0322,1.18,13.3248,1.2443,2.3713,1.1771,35939760.5027,35939453.9634,169733,31342.34,194140,35928.4,258554,47808.57,281371,52027.66,268170,49629.2,209980,38874.94,191337,35459.11,202302,37408.24,-123384,-22548.51,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201210,000001.SZ,18.73,18.88,18.45,18.65,18.71,-0.06,-0.3207,607866.55,1130916.254,0.3132,0.78,18.856,753977.932,18.9515,908517.182,17.787,1054779.2294,18.65,0.7067,0.78,13.4184,1.2531,2.3879,1.1689,36192037.4393,36191728.7482,165850,30832.51,122834,22864.71,192991,35891.1,175409,32650.36,152128,28315.92,166139,30930.12,85993,16024.77,132580,24619.11,-48019,-8841.47,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201209,000001.SZ,18.79,19.05,18.68,18.71,18.71,0.0,0.0,677221.15,1277484.44,0.349,0.83,19.034,775295.082,18.902,911986.7785,17.7266,1054605.9078,18.71,0.7874,0.83,13.4615,1.2571,2.3956,1.1652,36308472.9485,36308163.2643,147832,27851.85,166133,31345.06,221265,41737.89,216674,40869.68,186072,35097.9,180858,34124.35,122052,23060.81,113556,21409.35,28125,5448.77,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201208,000001.SZ,18.92,19.03,18.53,18.71,18.91,-0.2,-1.0576,719647.51,1345951.734,0.3708,0.78,19.218,817727.91,18.857,925132.2245,17.6638,1058416.611,18.71,0.8367,0.78,13.4615,1.2571,2.3956,1.1652,36308472.9485,36308163.2643,171080,31993.38,110113,20598.69,240239,44954.05,241882,45271.49,191690,35861.96,237494,44430.64,105667,19742.01,119187,22250.59,-83951,-15610.06,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201207,000001.SZ,19.31,19.39,18.68,18.91,19.3,-0.39,-2.0207,873806.61,1655173.465,0.4503,0.82,19.486,926542.358,18.827,940202.9895,17.6068,1061946.8938,18.91,1.0159,0.82,13.6054,1.2705,2.4212,1.1528,36696591.3124,36696278.3179,221811,41969.3,140028,26532.93,270511,51226.52,267278,50670.81,233159,44212.61,264836,50191.7,148326,28108.64,201664,38121.62,-42225,-7924.71,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201204,000001.SZ,19.47,19.47,18.97,19.3,19.54,-0.24,-1.2282,891347.84,1707639.065,0.4593,0.86,19.652,1068069.292,18.7735,944083.875,17.55,1071934.6276,19.3,1.0363,0.86,13.886,1.2967,2.4711,1.1295,37453422.1221,37453102.6724,197833,37857.06,208789,39996.39,267388,51198.85,225929,43288.88,238438,45710.41,228283,43766.1,187689,35997.25,228347,43712.2,-65137,-12299.27,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201203,000001.SZ,19.78,19.86,19.17,19.54,19.63,-0.09,-0.4585,714452.3,1393085.02,0.3682,0.7,19.732,1040554.472,18.6905,941955.5595,17.4754,1073871.9834,19.54,0.8307,0.7,14.0587,1.3129,2.5019,1.1157,37919164.1589,37918840.7367,173890,33897.38,122667,23929.87,240489,46911.33,200879,39205.56,199500,38905.17,252937,49301.45,100573,19594.56,137969,26871.55,-31043,-5876.95,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201202,000001.SZ,19.93,20.06,19.52,19.63,20.05,-0.42,-2.0948,889385.29,1758639.187,0.4583,0.93,19.724,1025595.59,18.5985,977706.4165,17.3934,1074031.2324,19.63,1.034,0.93,14.1235,1.3189,2.5134,1.1105,38093817.4227,38093492.5108,222322,43925.44,145693,28857.9,293726,58084.02,254074,50317.83,259005,51243.56,313900,62011.53,114332,22610.56,175718,34676.33,-103419,-20329.38,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201201,000001.SZ,19.7,20.51,19.4,20.05,19.74,0.31,1.5704,1263719.75,2516010.782,0.6512,1.5,19.61,958235.534,18.533,995618.972,17.3078,1069386.18,20.05,1.4693,1.5,14.4257,1.3471,2.5672,1.0873,38908865.987,38908534.1234,202749,40263.45,167053,33301.72,351904,70010.67,362853,72252.67,404644,80487.98,442673,88175.92,304422,60838.79,291140,57870.58,146489,29382.23,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201130,000001.SZ,19.9,20.88,19.59,19.74,19.7,0.04,0.203,1581441.28,3213680.47,0.8149,2.09,19.472,841200.23,18.4285,980326.416,17.2128,1057716.806,19.74,1.8386,2.09,14.2026,1.3263,2.5275,1.1044,38307282.5229,38306955.7903,268644,54529.18,213042,43393.52,408864,83066.73,417661,84843.31,493438,100251.03,483216,98199.02,410496,83520.82,467522,94931.91,72497,15419.6,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201127,000001.SZ,20.0,20.0,19.38,19.7,19.5,0.2,1.0256,753773.74,1479430.635,0.3884,1.02,19.448,758083.626,18.323,949676.9905,17.1182,1045172.7054,19.7,0.8764,1.02,14.1738,1.3236,2.5223,1.1066,38229658.8501,38229332.7796,128235,25106.25,126120,24745.36,233156,45688.5,217827,42746.38,211997,41611.08,172796,33957.81,180386,35537.16,237031,46493.44,38762,7761.35,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201126,000001.SZ,19.05,19.61,19.03,19.5,19.06,0.44,2.3085,639657.89,1240074.378,0.3296,0.75,19.28,742112.722,18.2255,962378.495,17.031,1049239.0784,19.5,0.7437,0.75,14.0299,1.3102,2.4967,1.1179,37841540.4861,37841217.726,109434,21181.13,133305,25867.58,185591,35968.45,168132,32566.79,200529,38877.67,228285,44261.85,144103,27980.09,109935,21311.12,174581,33936.64,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
20201125,000001.SZ,19.48,19.7,19.05,19.06,19.36,-0.3,-1.5496,552585.01,1068352.014,0.2848,0.54,19.15,856529.268,18.139,972725.7815,16.9452,1056717.37,19.06,0.6425,0.54,13.7134,1.2806,2.4404,1.1438,36987680.0854,36987364.6081,131030,25280.36,99579,19272.54,186204,35975.94,174723,33783.21,156257,30240.02,179431,34659.32,79095,15338.66,98852,19119.91,-51115,-9803.9,2020,20201231.0,19406000000.0,80816000000.0,131186000000.0,,311270000000.0,,,,,10893000000.0,3852000000.0,36607000000.0,4468514000000.0,,,,,364131000000.0,2.0,1.4,1.4,153542000000.0,116633000000.0,,44690000000.0,,36909000000.0,36754000000.0,7826000000.0,28928000000.0,28928000000.0,37716000000.0,40936000000.0,,,28928000000.0,-16161000000.0,15944000000.0,806570000000.0,,1531000000.0,1059000000.0,,3805000000.0,1.4,1.4,7.9121,,,,,,,,0.0365,26609000000.0,3220000000.0,,,,,,,18.8404,,,,18.8404,,29.106,,8.5445,,,91.8512,12.2717
